# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	730	1965	+	NAAJHH_00001	mdtA	MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit	COG:COG0845, COG:MV, GO:0005886, GO:0015562, GO:0016020, GO:0022857, GO:0055085, GO:1990281, KEGG:K07799, RefSeq:WP_004243444.1, SO:0001217, UniParc:UPI00019D0271, UniRef:UniRef100_A0AAJ0YCT6, UniRef:UniRef50_D4I6V2, UniRef:UniRef90_B4EY99
contig_1	cds	1965	5096	+	NAAJHH_00002	acrB	MdtB/MuxB family multidrug efflux RND transporter permease subunit	COG:COG0841, COG:V, GO:0016020, GO:0022857, GO:0055085, RefSeq:WP_004243446.1, SO:0001217, UniParc:UPI00017AFD83, UniRef:UniRef100_B4EYA0, UniRef:UniRef50_B6HYS0, UniRef:UniRef90_B4EYA0
contig_1	cds	5093	8176	+	NAAJHH_00003	mdtC	multidrug efflux RND transporter permease subunit MdtC	COG:COG0841, COG:V, GO:0005886, GO:0042910, GO:0055085, KEGG:K07789, SO:0001217, UniRef:UniRef50_F2EYE0, UniRef:UniRef90_B4EYA1
contig_1	cds	8173	9549	+	NAAJHH_00004	baeS	two-component system sensor histidine kinase BaeS	COG:COG5002, COG:T, EC:2.7.13.3, GO:0000155, GO:0007165, GO:0016020, GO:0016310, RefSeq:WP_004243448.1, SO:0001217, UniParc:UPI00019D0272, UniRef:UniRef100_A0AAJ4CMT9, UniRef:UniRef50_P30847, UniRef:UniRef90_A0AAN3YTI8
contig_1	cds	9615	10322	+	NAAJHH_00005	baeR	two-component system response regulator BaeR	COG:COG0745, COG:TK, GO:0000160, GO:0003677, RefSeq:WP_004243449.1, SO:0001217, UniParc:UPI00017AFDCD, UniRef:UniRef100_A0A1Z1SVP3, UniRef:UniRef50_A0A0U5L653, UniRef:UniRef90_A0A1Z1SVP3
contig_1	cds	10442	11821	+	NAAJHH_00006	yegQ	tRNA 5-hydroxyuridine modification protein YegQ	COG:COG0826, COG:J, EC:3.4.-.-, KEGG:K08303, RefSeq:WP_004243450.1, SO:0001217, UniParc:UPI00019D031C, UniRef:UniRef100_A0AAJ1DGC8, UniRef:UniRef50_P76403, UniRef:UniRef90_A0A379FCZ7
contig_1	ncRNA	11899	11985	+	NAAJHH_00007	CyaR_RyeE	CyaR/Rye RNA	RFAM:RF00112, SO:0000655
contig_1	cds	12130	13023	+	NAAJHH_00008	yegS	lipid kinase YegS	COG:COG1597, COG:IR, EC:2.7.1.-, GO:0001727, GO:0046872, RefSeq:WP_004243451.1, SO:0001217, UniParc:UPI00017AFDCF, UniRef:UniRef100_A0A1Z1STY2, UniRef:UniRef50_P76407, UniRef:UniRef90_A0A1Z1STY2
contig_1	cds	13073	14122	+	NAAJHH_00009	fbaB	class I fructose-bisphosphate aldolase	COG:COG1830, COG:G, EC:4.1.2.13, GO:0004332, RefSeq:WP_004243453.1, SO:0001217, UniParc:UPI00017AFDD0, UniRef:UniRef100_A0A1Z1SU32, UniRef:UniRef50_P0A991, UniRef:UniRef90_A0A1Z1SU32
contig_1	cds	14175	14972	-	NAAJHH_00010	thiD	hydroxymethylpyrimidine kinase	COG:COG0351, COG:H, RefSeq:WP_004250817.1, SO:0001217, UniParc:UPI0002832670, UniRef:UniRef100_A0AAN3YVF5, UniRef:UniRef50_A0A840N6R9, UniRef:UniRef90_A0A6G6SIG8
contig_1	ncRNA-region	15023	15111	-			TPP riboswitch aptamer (THI element)	RFAM:RF00059, SO:0000035
contig_1	cds	15436	16080	+	NAAJHH_00011		Phage protein	RefSeq:WP_108716909.1, SO:0001217, UniParc:UPI000D529F47, UniRef:UniRef100_A0A2X2C8I0, UniRef:UniRef50_A0A068QVA8, UniRef:UniRef90_A0A2X2C8I0
contig_1	cds	16698	17336	+	NAAJHH_00012	pagP	lipid IV(A) palmitoyltransferase PagP	EC:2.3.1.251, GO:0009245, GO:0009279, GO:0016746, RefSeq:WP_004243456.1, SO:0001217, UniParc:UPI00019D031E, UniRef:UniRef100_A0AAJ4RJK2, UniRef:UniRef50_Q8D091, UniRef:UniRef90_B4EYA9
contig_1	cds	17437	18819	-	NAAJHH_00013	ansP	Phenylalanine-specific permease	COG:COG1113, COG:E, RefSeq:WP_004248300.1, SO:0001217, UniParc:UPI00017AFDD4, UniRef:UniRef100_A0AAJ4RKB4, UniRef:UniRef50_P24207, UniRef:UniRef90_A0A379FDR1
contig_1	cds	19481	19867	+	NAAJHH_00014	araC	AraC-family transcriptional regulator	COG:COG2207, COG:K, RefSeq:WP_004243460.1, SO:0001217, UniParc:UPI00017AFDD5, UniRef:UniRef100_A0A379GGS3, UniRef:UniRef50_A0A085U639, UniRef:UniRef90_A0A094TKR5
contig_1	cds	19991	20797	+	NAAJHH_00015	yidA	sugar-phosphatase	COG:COG0561, COG:HR, EC:3.1.3.104, EC:3.1.3.23, GO:0016787, KEGG:K21064, RefSeq:WP_004248301.1, SO:0001217, UniParc:UPI00017AFDD6, UniRef:UniRef100_A0A1Z1SVN4, UniRef:UniRef50_A0A1Z1SVN4, UniRef:UniRef90_A0A1Z1SVN4
contig_1	cds	21099	22451	+	NAAJHH_00016	brnQ	branched-chain amino acid transport system II carrier protein	COG:COG1114, COG:E, GO:0015658, GO:0015803, GO:0016020, KEGG:K03311, RefSeq:WP_004243464.1, SO:0001217, UniParc:UPI00017AFDD7, UniRef:UniRef100_A0A7D6AA26, UniRef:UniRef50_P71345, UniRef:UniRef90_A0A7D6AA26
contig_1	cds	22519	23403	-	NAAJHH_00017	ampD	N-acetylmuramoyl-L-alanine amidase	COG:COG3023, COG:M, EC:3.5.1.28, KEGG:K11066, RefSeq:WP_004250813.1, SO:0001217, UniParc:UPI000283266E, UniRef:UniRef100_A0AAN3YYE9, UniRef:UniRef50_A0A6G6SJ16, UniRef:UniRef90_A0A1Z1STX2
contig_1	cds	23534	25003	-	NAAJHH_00018	alsT	Amino-acid carrier protein AlsT	COG:COG1115, COG:E, KEGG:K03310, RefSeq:WP_004243466.1, SO:0001217, UniParc:UPI00017AFDD9, UniRef:UniRef100_A0A1Z1SU26, UniRef:UniRef50_M4UAD5, UniRef:UniRef90_A0A0G4QBK4
